ref start end
bar08_11-chrom01-1 1402253 1402736
bar08_11-chrom01-1 1402742 1404035
bar08_11-chrom01-1 1404109 1404550
bar08_11-chrom01-1 1404820 1406110
bar08_11-chrom01-1 1416436 1416697
bar08_11-chrom01-1 1416863 1417169
bar08_11-chrom01-1 1419375 1420685
bar08_11-chrom01-1 1424117 1427249
bar08_11-chrom01-1 1428892 1430140
bar08_11-chrom01-1 1431472 1432783
bar08_11-chrom01-1 1434470 1434923
bar08_11-chrom01-1 1435073 1436723
bar08_11-chrom01-1 1436958 1438766
bar08_11-chrom01-1 1439636 1441382
bar08_11-chrom01-1 1441732 1442362
bar08_11-chrom01-1 1442534 1443728
bar08_11-chrom01-1 1446990 1447158
bar08_11-chrom01-1 1447587 1448430
bar08_11-chrom01-1 1453053 1453596
bar08_11-chrom01-1 1454198 1455410
bar08_11-chrom01-1 1455414 1456353
bar08_11-chrom01-1 1457417 1457810
bar08_11-chrom01-1 1458178 1459375
bar08_11-chrom01-1 1459801 1460893
bar08_11-chrom01-1 1460983 1462000
bar08_11-chrom01-1 1462086 1462353
bar08_11-chrom01-1 1462389 1462872
bar08_11-chrom01-1 1463043 1464414
bar08_11-chrom01-1 1464415 1465860
bar08_11-chrom01-1 1466113 1466569
bar08_11-chrom01-1 1466659 1467610
bar08_11-chrom01-1 1467839 1468481
bar08_11-chrom01-1 1472554 1472971
bar08_11-chrom01-1 1473046 1474324
bar08_11-chrom01-1 1474469 1475171
bar08_11-chrom01-1 1475179 1475899
bar08_11-chrom01-1 1476794 1476980
bar08_11-chrom01-1 1477070 1477961
bar08_11-chrom01-1 1478488 1479196
bar08_11-chrom01-1 1481070 1481952
bar08_11-chrom01-1 1481953 1482781
bar08_11-chrom01-1 1482977 1483754
bar08_11-chrom01-1 1484545 1485643
bar08_11-chrom01-1 1487320 1488349
bar08_11-chrom01-1 1492409 1493051
bar08_11-chrom01-1 1496727 1497546
bar08_11-chrom01-1 1497558 1498986
bar08_11-chrom01-1 1499253 1499529
bar08_11-chrom01-1 1506676 1507981
bar08_11-chrom01-1 1511737 1513785
bar08_11-chrom01-1 1513944 1514808
bar08_11-chrom01-1 1515719 1517345
bar08_11-chrom01-1 1517562 1518021
bar08_11-chrom01-1 1520769 1521855
bar08_11-chrom01-1 1522036 1522387
bar08_11-chrom01-1 1522723 1523767
bar08_11-chrom01-1 1527748 1528420
bar08_11-chrom01-1 1528441 1529893
bar08_11-chrom01-1 1533364 1533763
bar08_11-chrom01-1 1533870 1534620
bar08_11-chrom01-1 1534687 1534915
bar08_11-chrom01-1 1535086 1535713
bar08_11-chrom01-1 1535723 1536203
bar08_11-chrom01-1 1536325 1536988
bar08_11-chrom01-1 1537164 1538337
bar08_11-chrom01-1 1540107 1541007
bar08_11-chrom01-1 1541036 1541222
bar08_11-chrom01-1 1544186 1545193
bar08_11-chrom01-1 1545461 1546478
bar08_11-chrom01-1 1546781 1548647
bar08_11-chrom01-1 1548798 1549725
bar08_11-chrom01-1 1549843 1552177
bar08_11-chrom01-1 1552315 1553287
bar08_11-chrom01-1 1553312 1554725
bar08_11-chrom01-1 1554762 1555304
bar08_11-chrom01-1 1556356 1557109
bar08_11-chrom01-1 1560370 1561654
bar08_11-chrom01-1 1561798 1562800
bar08_11-chrom01-1 1562839 1563451
bar08_11-chrom01-1 1564339 1565281
bar08_11-chrom01-1 1565424 1566243
bar08_11-chrom01-1 1567878 1568091
bar08_11-chrom01-1 1568992 1569244
bar08_11-chrom01-1 1569518 1570613
bar08_11-chrom01-1 1570748 1571864
bar08_11-chrom01-1 1572079 1573030
bar08_11-chrom01-1 1573034 1573289
bar08_11-chrom01-1 1573295 1573814
bar08_11-chrom01-1 1576248 1578180
bar08_11-chrom01-1 1578185 1580191
bar08_11-chrom01-1 1580318 1580921
bar08_11-chrom01-1 1581050 1581416
bar08_11-chrom01-1 1581602 1582817
bar08_11-chrom01-1 1583019 1584906
bar08_11-chrom01-1 1584953 1585709
bar08_11-chrom01-1 1585713 1586550
bar08_11-chrom01-1 1586634 1587402
bar08_11-chrom01-1 1587443 1588934
bar08_11-chrom01-1 1589215 1589794
bar08_11-chrom01-1 1589919 1591323
bar08_11-chrom01-1 1591350 1592856
bar08_11-chrom01-1 1594707 1595277
bar08_11-chrom01-1 1596428 1596677
bar08_11-chrom01-1 1596679 1597126
bar08_11-chrom01-1 1597531 1598476
bar08_11-chrom01-1 1598545 1599283
bar08_11-chrom01-1 1599556 1599793
bar08_11-chrom01-1 1600116 1601379
bar08_11-chrom01-1 1601603 1602842
bar08_11-chrom01-1 1603934 1604597
bar08_11-chrom01-1 1604623 1606036
bar08_11-chrom01-1 1606177 1606804
bar08_11-chrom01-1 1608229 1609888
bar08_11-chrom01-1 1614311 1615352
bar08_11-chrom01-1 1615357 1616799
bar08_11-chrom01-1 1616828 1617314
bar08_11-chrom01-1 1617493 1618294
bar08_11-chrom01-1 1618428 1619031
bar08_11-chrom01-1 1619128 1622640
bar08_11-chrom01-1 1622810 1624103
bar08_11-chrom01-1 1624156 1625548
bar08_11-chrom01-1 1626029 1626608
bar08_11-chrom01-1 1628684 1628870
bar08_11-chrom01-1 1628911 1629598
bar08_11-chrom01-1 1631872 1633006
bar08_11-chrom01-1 1633088 1634779
bar08_11-chrom01-1 1635052 1635580
bar08_11-chrom01-1 1635817 1636471
bar08_11-chrom01-1 1636549 1640008
bar08_11-chrom01-1 1641033 1641375
bar08_11-chrom01-1 1641638 1644302
bar08_11-chrom01-1 1647122 1648028
bar08_11-chrom01-1 1648228 1648828
bar08_11-chrom01-1 1648981 1649491
bar08_11-chrom01-1 1649502 1649859
bar08_11-chrom01-1 1649929 1650766
bar08_11-chrom01-1 1657677 1658457
bar08_11-chrom01-1 1658483 1659338
bar08_11-chrom01-1 1672154 1673579
bar08_11-chrom01-1 1676324 1676528
bar08_11-chrom01-1 1680323 1681376
bar08_11-chrom01-1 1682597 1683905
bar08_11-chrom01-1 1688337 1689801
bar08_11-chrom01-1 1691638 1692235
bar08_11-chrom01-1 1692425 1693448
bar08_11-chrom01-1 1693492 1694576
bar08_11-chrom01-1 1697825 1698188
bar08_11-chrom01-1 1698523 1700035
bar08_11-chrom01-1 1700232 1700949
bar08_11-chrom01-1 1701007 1701250
bar08_11-chrom01-1 1702127 1702727
bar08_11-chrom01-1 1702898 1703234
bar08_11-chrom01-1 1703351 1705460
bar08_11-chrom01-1 1706032 1706461
bar08_11-chrom01-1 1706668 1706980
bar08_11-chrom01-1 1709875 1710301
bar08_11-chrom01-1 1711120 1712950
bar08_11-chrom01-1 1713906 1714254
bar08_11-chrom01-1 1716073 1716685
bar08_11-chrom01-1 1720947 1722515
bar08_11-chrom01-1 1726513 1726855
bar08_11-chrom01-1 1727073 1727619
bar08_11-chrom01-1 1733480 1733687
bar08_11-chrom01-1 1733848 1734145
bar08_11-chrom01-1 1734223 1734913
bar08_11-chrom01-1 1734987 1736298
bar08_11-chrom01-1 1736391 1736844
bar08_11-chrom01-1 1736944 1738578
bar08_11-chrom01-1 1738597 1741062
bar08_11-chrom01-1 1741203 1742745
bar08_11-chrom01-1 1742838 1744949
bar08_11-chrom01-1 1745071 1748023
bar08_11-chrom01-1 1748067 1750179
bar08_11-chrom01-1 1750449 1752801
bar08_11-chrom01-1 1753191 1755843
bar08_11-chrom01-1 1758450 1759323
bar08_11-chrom01-1 1759711 1761403
bar08_11-chrom01-1 1761518 1762487
bar08_11-chrom01-1 1762647 1764150
bar08_11-chrom01-1 1764190 1764522
bar08_11-chrom01-1 1764716 1765427
bar08_11-chrom01-1 1765485 1766069
bar08_11-chrom01-1 1766338 1766596
bar08_11-chrom01-1 1766655 1767426
bar08_11-chrom01-1 1768777 1769152
bar08_11-chrom01-1 1770665 1771592
bar08_11-chrom01-1 1775040 1775682
bar08_11-chrom01-1 1775737 1775920
bar08_11-chrom01-1 1775999 1776656
bar08_11-chrom01-1 1776718 1778776
bar08_11-chrom01-1 1779251 1780133
bar08_11-chrom01-1 1780223 1780700
bar08_11-chrom01-1 1780836 1781508
bar08_11-chrom01-1 1781538 1782114
bar08_11-chrom01-1 1782510 1782912
bar08_11-chrom01-1 1783152 1785405
bar08_11-chrom01-1 1785412 1785991
bar08_11-chrom01-1 1786150 1786906
bar08_11-chrom01-1 1791098 1792075
bar08_11-chrom01-1 1792185 1792968
bar08_11-chrom01-1 1792969 1793674
bar08_11-chrom01-1 1794780 1795524
bar08_11-chrom01-1 1796007 1797491
bar08_11-chrom01-1 1797576 1798911
bar08_11-chrom01-1 1798959 1799724
bar08_11-chrom01-1 1799772 1800030
bar08_11-chrom01-1 1800195 1800579
bar08_11-chrom01-1 1800658 1801102
bar08_11-chrom01-1 1802021 1802636
bar08_11-chrom01-1 1803146 1804667
bar08_11-chrom01-1 1804819 1806433
bar08_11-chrom01-1 1807732 1809466
bar08_11-chrom01-1 1809533 1811392
bar08_11-chrom01-1 1811456 1812413
bar08_11-chrom01-1 1812723 1815102
bar08_11-chrom01-1 1815122 1817416
bar08_11-chrom01-1 1819390 1820403
bar08_11-chrom01-1 1822405 1822918
bar08_11-chrom01-1 1823146 1823569
bar08_11-chrom01-1 1824716 1825208
bar08_11-chrom01-1 1825209 1825467
bar08_11-chrom01-1 1825471 1826056
bar08_11-chrom01-1 1828246 1829065
bar08_11-chrom01-1 1829403 1830045
bar08_11-chrom01-1 1830141 1830741
bar08_11-chrom01-1 1830795 1831485
bar08_11-chrom01-1 1831497 1831968
bar08_11-chrom01-1 1832050 1832923
bar08_11-chrom01-1 1834001 1836128
bar08_11-chrom01-1 1837054 1838748
bar08_11-chrom01-1 1840413 1842769
bar08_11-chrom01-1 1846451 1846757
bar08_11-chrom01-1 1848133 1848745
bar08_11-chrom01-1 1858268 1858466
bar08_11-chrom01-1 1863863 1864112
bar08_11-chrom01-1 1864139 1864331
bar08_11-chrom01-1 1864356 1865526
bar08_11-chrom01-1 1865736 1866504
bar08_11-chrom01-1 1869609 1870641
bar08_11-chrom01-1 1871518 1872724
bar08_11-chrom01-1 1872753 1873008
bar08_11-chrom01-1 1873293 1877069
bar08_11-chrom01-1 1878589 1880377
bar08_11-chrom01-1 1882056 1884369
bar08_11-chrom01-1 1884547 1885297
bar08_11-chrom01-1 1885417 1885888
bar08_11-chrom01-1 1886034 1887072
bar08_11-chrom01-1 1887239 1888289
bar08_11-chrom01-1 1888302 1888737
bar08_11-chrom01-1 1889051 1889567
bar08_11-chrom01-1 1889928 1891230
bar08_11-chrom01-1 1893018 1893495
bar08_11-chrom01-1 1893496 1895226
bar08_11-chrom01-1 1895320 1895782
bar08_11-chrom01-1 1895787 1896303
bar08_11-chrom01-1 1896753 1898910
bar08_11-chrom01-1 1898981 1899488
bar08_11-chrom01-1 1899589 1900144
bar08_11-chrom01-1 1900263 1900821
bar08_11-chrom01-1 1900938 1901979
bar08_11-chrom01-1 1902226 1903198
bar08_11-chrom01-1 1903316 1903640
bar08_11-chrom01-1 1904173 1904716
bar08_11-chrom01-1 1904765 1905083
bar08_11-chrom01-1 1907097 1907313
bar08_11-chrom01-1 1907321 1907909
bar08_11-chrom01-1 1908122 1908695
bar08_11-chrom01-1 1908762 1908981
bar08_11-chrom01-1 1909332 1910409
bar08_11-chrom01-1 1910561 1911494
bar08_11-chrom01-1 1912624 1913101
bar08_11-chrom01-1 1913103 1913568
bar08_11-chrom01-1 1913803 1914208
bar08_11-chrom01-1 1914483 1915767
bar08_11-chrom01-1 1917360 1917756
bar08_11-chrom01-1 1919465 1919669
bar08_11-chrom01-1 1920532 1921114
bar08_11-chrom01-1 1921226 1921835
bar08_11-chrom01-1 1921852 1923756
bar08_11-chrom01-1 1923759 1925067
bar08_11-chrom01-1 1925201 1927286
bar08_11-chrom01-1 1927305 1928349
bar08_11-chrom01-1 1928361 1928853
bar08_11-chrom01-1 1929026 1929644
bar08_11-chrom01-1 1929654 1929963
bar08_11-chrom01-1 1929970 1933464
bar08_11-chrom01-1 1933485 1934922
bar08_11-chrom01-1 1934947 1935745
bar08_11-chrom01-1 1935938 1937615
bar08_11-chrom01-1 1937654 1938059
bar08_11-chrom01-1 1938061 1938331
bar08_11-chrom01-1 1939178 1942500
bar08_11-chrom01-1 1943158 1946650
bar08_11-chrom01-1 1946690 1946888
bar08_11-chrom01-1 1946932 1947346
bar08_11-chrom01-1 1948923 1949541
bar08_11-chrom01-1 1951959 1953225
bar08_11-chrom01-1 1953495 1953828
bar08_11-chrom01-1 1954012 1954246
bar08_11-chrom01-1 1954515 1956738
bar08_11-chrom01-1 1956924 1957326
bar08_11-chrom01-1 1957385 1958033
bar08_11-chrom01-1 1958284 1958956
bar08_11-chrom01-1 1958978 1959221
bar08_11-chrom01-1 1959336 1960101
bar08_11-chrom01-1 1961560 1962127
bar08_11-chrom01-1 1962395 1963271
bar08_11-chrom01-1 1963496 1964798
bar08_11-chrom01-1 1964824 1965502
bar08_11-chrom01-1 1965659 1966586
bar08_11-chrom01-1 1966599 1967628
bar08_11-chrom01-1 1967709 1968987
bar08_11-chrom01-1 1968988 1970170
bar08_11-chrom01-1 1970317 1970599
bar08_11-chrom01-1 1971776 1972799
bar08_11-chrom01-1 1973913 1974645
bar08_11-chrom01-1 1974648 1976468
bar08_11-chrom01-1 1977704 1978727
bar08_11-chrom01-1 1979427 1979622
bar08_11-chrom01-1 1979641 1980424
bar08_11-chrom01-1 1980577 1981597
bar08_11-chrom01-1 1981704 1982184
bar08_11-chrom01-1 1984276 1985044
bar08_11-chrom01-1 1985102 1985885
bar08_11-chrom01-1 1986053 1986761
bar08_11-chrom01-1 1986841 1987168
bar08_11-chrom01-1 1987334 1988543
bar08_11-chrom01-1 1988764 1990522
bar08_11-chrom01-1 1993870 1994890
bar08_11-chrom01-1 1994962 1995814
bar08_11-chrom01-1 1996677 1996896
bar08_11-chrom01-1 1997584 1998409
bar08_11-chrom01-1 1998485 1999769
bar08_11-chrom01-1 1999917 2001350
bar08_11-chrom01-1 2001728 2003027
bar08_11-chrom01-1 2003075 2003942
bar08_11-chrom01-1 2004101 2004443
bar08_11-chrom01-1 2004561 2006889
bar08_11-chrom01-1 2006891 2007281
bar08_11-chrom01-1 2007286 2008120
bar08_11-chrom01-1 2008171 2009572
bar08_11-chrom01-1 2009831 2009978
bar08_11-chrom01-1 2013940 2015946
bar08_11-chrom01-1 2016105 2016516
bar08_11-chrom01-1 2016709 2017180
bar08_11-chrom01-1 2017844 2019203
bar08_11-chrom01-1 2019252 2019723
bar08_11-chrom01-1 2019724 2020198
bar08_11-chrom01-1 2021286 2022702
bar08_11-chrom01-1 2026946 2027132
bar08_11-chrom01-1 2027622 2028891
bar08_11-chrom01-1 2029170 2031630
bar08_11-chrom01-1 2039610 2040864
bar08_11-chrom01-1 2040979 2042430
bar08_11-chrom01-1 2042541 2043216
bar08_11-chrom01-1 2043420 2044599
bar08_11-chrom01-1 2044779 2046303
bar08_11-chrom01-1 2046370 2047126
bar08_11-chrom01-1 2047139 2048417
bar08_11-chrom01-1 2048498 2050159
bar08_11-chrom01-1 2050192 2051164
bar08_11-chrom01-1 2051590 2052364
bar08_11-chrom01-1 2052691 2054140
bar08_11-chrom01-1 2056180 2056849
bar08_11-chrom01-1 2058607 2059339
bar08_11-chrom01-1 2059629 2062362
bar08_11-chrom01-1 2069253 2069919
bar08_11-chrom01-1 2070094 2071129
bar08_11-chrom01-1 2071315 2071675
bar08_11-chrom01-1 2073192 2074812
bar08_11-chrom01-1 2093895 2094243
bar08_11-chrom01-1 2094613 2095879
bar08_11-chrom01-1 2095989 2097180
bar08_11-chrom01-1 2097261 2098985
bar08_11-chrom01-1 2099153 2100701
bar08_11-chrom01-1 2100709 2101501
bar08_11-chrom01-1 2101503 2102322
bar08_11-chrom01-1 2102371 2104171
bar08_11-chrom01-1 2104483 2105464
